Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
01/01/2023,AQS,60371103,1,3.6,ug/m3 LC,20,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/02/2023,AQS,60371103,1,8.6,ug/m3 LC,48,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/03/2023,AQS,60371103,1,4.6,ug/m3 LC,26,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/04/2023,AQS,60371103,1,4.4,ug/m3 LC,24,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/05/2023,AQS,60371103,1,6.2,ug/m3 LC,34,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/06/2023,AQS,60371103,1,9.9,ug/m3 LC,52,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/07/2023,AQS,60371103,1,9.6,ug/m3 LC,52,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/08/2023,AQS,60371103,1,14.7,ug/m3 LC,61,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/09/2023,AQS,60371103,1,6.3,ug/m3 LC,35,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/10/2023,AQS,60371103,1,5.2,ug/m3 LC,29,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/11/2023,AQS,60371103,1,11.2,ug/m3 LC,55,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/12/2023,AQS,60371103,1,6.5,ug/m3 LC,36,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/13/2023,AQS,60371103,1,9.2,ug/m3 LC,51,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/14/2023,AQS,60371103,1,11.8,ug/m3 LC,56,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/15/2023,AQS,60371103,1,5.5,ug/m3 LC,31,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/16/2023,AQS,60371103,1,3,ug/m3 LC,17,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/17/2023,AQS,60371103,1,3.8,ug/m3 LC,21,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/18/2023,AQS,60371103,1,7.1,ug/m3 LC,39,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/19/2023,AQS,60371103,1,9.2,ug/m3 LC,51,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/20/2023,AQS,60371103,1,8.9,ug/m3 LC,49,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/21/2023,AQS,60371103,1,8.4,ug/m3 LC,47,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/22/2023,AQS,60371103,1,10.9,ug/m3 LC,54,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/23/2023,AQS,60371103,1,4.9,ug/m3 LC,27,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/24/2023,AQS,60371103,1,7.9,ug/m3 LC,44,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/25/2023,AQS,60371103,1,9,ug/m3 LC,50,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/26/2023,AQS,60371103,1,8.1,ug/m3 LC,45,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/27/2023,AQS,60371103,1,8.8,ug/m3 LC,49,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/28/2023,AQS,60371103,1,11.8,ug/m3 LC,56,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/29/2023,AQS,60371103,1,4.9,ug/m3 LC,27,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/30/2023,AQS,60371103,1,4.8,ug/m3 LC,27,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
01/31/2023,AQS,60371103,1,8.5,ug/m3 LC,47,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/01/2023,AQS,60371103,1,7.8,ug/m3 LC,43,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/02/2023,AQS,60371103,1,10.7,ug/m3 LC,54,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/03/2023,AQS,60371103,1,8.1,ug/m3 LC,45,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/04/2023,AQS,60371103,1,13.5,ug/m3 LC,59,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/05/2023,AQS,60371103,1,12.7,ug/m3 LC,58,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/06/2023,AQS,60371103,1,2.9,ug/m3 LC,16,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/07/2023,AQS,60371103,1,6.7,ug/m3 LC,37,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/08/2023,AQS,60371103,1,8.3,ug/m3 LC,46,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/10/2023,AQS,60371103,1,6,ug/m3 LC,33,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/11/2023,AQS,60371103,1,7.5,ug/m3 LC,42,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/12/2023,AQS,60371103,1,7.4,ug/m3 LC,41,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/13/2023,AQS,60371103,1,8,ug/m3 LC,44,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/14/2023,AQS,60371103,1,7,ug/m3 LC,39,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/15/2023,AQS,60371103,1,3.7,ug/m3 LC,21,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/16/2023,AQS,60371103,1,5.2,ug/m3 LC,29,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/17/2023,AQS,60371103,1,6.3,ug/m3 LC,35,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/18/2023,AQS,60371103,1,8.5,ug/m3 LC,47,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/19/2023,AQS,60371103,1,11.4,ug/m3 LC,55,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/20/2023,AQS,60371103,1,9.7,ug/m3 LC,52,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/21/2023,AQS,60371103,1,12.2,ug/m3 LC,57,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/22/2023,AQS,60371103,1,4.6,ug/m3 LC,26,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/23/2023,AQS,60371103,1,3.7,ug/m3 LC,21,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/24/2023,AQS,60371103,1,3.7,ug/m3 LC,21,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/25/2023,AQS,60371103,1,2.3,ug/m3 LC,13,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/26/2023,AQS,60371103,1,6,ug/m3 LC,33,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/27/2023,AQS,60371103,1,7,ug/m3 LC,39,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
02/28/2023,AQS,60371103,1,3.9,ug/m3 LC,22,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/01/2023,AQS,60371103,1,1.7,ug/m3 LC,9,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/02/2023,AQS,60371103,1,4.7,ug/m3 LC,26,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/03/2023,AQS,60371103,1,10.4,ug/m3 LC,53,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/04/2023,AQS,60371103,1,11.4,ug/m3 LC,55,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/05/2023,AQS,60371103,1,7.6,ug/m3 LC,42,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/06/2023,AQS,60371103,1,3.3,ug/m3 LC,18,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/07/2023,AQS,60371103,1,5.5,ug/m3 LC,31,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/08/2023,AQS,60371103,1,7.4,ug/m3 LC,41,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/09/2023,AQS,60371103,1,7.8,ug/m3 LC,43,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/10/2023,AQS,60371103,1,5.4,ug/m3 LC,30,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/11/2023,AQS,60371103,1,3.8,ug/m3 LC,21,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/12/2023,AQS,60371103,1,3.7,ug/m3 LC,21,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/14/2023,AQS,60371103,1,11.6,ug/m3 LC,56,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/15/2023,AQS,60371103,1,4,ug/m3 LC,22,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/16/2023,AQS,60371103,1,7.2,ug/m3 LC,40,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/17/2023,AQS,60371103,1,12.4,ug/m3 LC,57,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/18/2023,AQS,60371103,1,8.2,ug/m3 LC,46,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/19/2023,AQS,60371103,1,8.6,ug/m3 LC,48,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/20/2023,AQS,60371103,1,3.3,ug/m3 LC,18,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/21/2023,AQS,60371103,1,4.1,ug/m3 LC,23,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/22/2023,AQS,60371103,1,4.6,ug/m3 LC,26,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/23/2023,AQS,60371103,1,4.9,ug/m3 LC,27,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/24/2023,AQS,60371103,1,3.6,ug/m3 LC,20,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/25/2023,AQS,60371103,1,5.8,ug/m3 LC,32,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/26/2023,AQS,60371103,1,5.2,ug/m3 LC,29,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/27/2023,AQS,60371103,1,6.7,ug/m3 LC,37,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/28/2023,AQS,60371103,1,6,ug/m3 LC,33,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/29/2023,AQS,60371103,1,4.9,ug/m3 LC,27,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/30/2023,AQS,60371103,1,3,ug/m3 LC,17,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
03/31/2023,AQS,60371103,1,6.6,ug/m3 LC,37,Los Angeles-North Main Street,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.0665900008759,-118.22688
